Prime,Prime Mod 12,# of Conjugate Pairs,# of Isogenous Conjugate Pairs,% of Isogenous Conjugates
70459,7,2897,77,0.02657921988
70481,5,2859,49,0.01713885974
70487,11,2839,52,0.01831630856
70489,1,2884,69,0.02392510402
70501,1,2905,62,0.02134251291
70507,7,2899,133,0.04587788893
70529,5,2845,30,0.01054481547
70537,1,2906,162,0.0557467309
70549,1,2890,68,0.02352941176
70571,11,2836,38,0.01339915374
70573,1,2909,122,0.04193881059
70583,11,2846,60,0.02108222066
70589,5,2873,23,0.008005569092
70607,11,2812,62,0.02204836415
70619,11,2796,32,0.01144492132
70621,1,2905,103,0.03545611015
70627,7,2912,131,0.04498626374
70639,7,2852,61,0.0213884993
70657,1,2918,116,0.03975325565
70663,7,2875,122,0.04243478261
70667,11,2874,57,0.01983298539
70687,7,2909,128,0.04400137504
70709,5,2888,40,0.01385041551
70717,1,2914,133,0.04564172958
70729,1,2905,69,0.02375215146
70753,1,2927,134,0.04578066279
70769,5,2819,37,0.01312522171
70783,7,2899,123,0.04242842359
70793,5,2906,39,0.01342050929
70823,11,2844,42,0.01476793249
70841,5,2885,32,0.01109185442
70843,7,2913,155,0.0532097494
70849,1,2923,73,0.02497434143
70853,5,2880,45,0.015625
70867,7,2916,107,0.03669410151
70877,5,2903,53,0.01825697554
70879,7,2884,55,0.01907073509
70891,7,2895,69,0.02383419689
70901,5,2835,28,0.00987654321
70913,5,2907,55,0.01891984864
70919,11,2799,32,0.01143265452
70921,1,2922,78,0.02669404517
70937,5,2891,69,0.02386717399
70949,5,2868,38,0.01324965132
70951,7,2871,109,0.03796586555
70957,1,2916,111,0.03806584362
70969,1,2914,89,0.03054221002
70979,11,2799,31,0.01107538407
70981,1,2928,75,0.0256147541
70991,11,2811,29,0.0103166133
70997,5,2900,57,0.01965517241
70999,7,2875,85,0.02956521739
71011,7,2878,100,0.03474635163
71023,7,2914,80,0.02745367193
71039,11,2798,58,0.02072909221
71059,7,2910,52,0.01786941581
71069,5,2867,66,0.023020579
71081,5,2836,36,0.01269393512
71089,1,2922,66,0.02258726899
71119,7,2871,84,0.02925809822
71129,5,2904,41,0.0141184573
71143,7,2919,113,0.03871188763
71147,11,2896,71,0.02451657459
71153,5,2901,75,0.02585315408
71161,1,2910,71,0.02439862543
71167,7,2892,111,0.03838174274
71171,11,2875,44,0.01530434783
71191,7,2884,54,0.01872399445
71209,1,2923,98,0.03352719808
71233,1,2944,83,0.02819293478
71237,5,2917,60,0.02056907782
71249,5,2843,37,0.01301442139
71257,1,2942,85,0.02889191027
71261,5,2915,37,0.01269296741
71263,7,2902,119,0.04100620262
71287,7,2901,114,0.03929679421
71293,1,2941,110,0.03740224413
71317,1,2944,120,0.04076086957
71327,11,2886,47,0.01628551629
71329,1,2928,93,0.03176229508
71333,5,2914,81,0.02779684283
71339,11,2880,32,0.01111111111
71341,1,2934,53,0.01806407635
71347,7,2932,113,0.03854024557
71353,1,2940,91,0.03095238095
71359,7,2914,59,0.02024708305
71363,11,2883,49,0.01699618453
71387,11,2912,41,0.01407967033
71389,1,2923,99,0.03386931235
71399,11,2774,49,0.01766402307
71411,11,2895,31,0.01070811744
71413,1,2944,155,0.05264945652
71419,7,2899,87,0.0300103484
71429,5,2914,28,0.009608785175
71437,1,2958,126,0.04259634888
71443,7,2946,109,0.03699932111
71453,5,2917,55,0.018854988
71471,11,2841,33,0.0116156283
71473,1,2938,88,0.02995234854
71479,7,2924,84,0.02872777018
71483,11,2886,75,0.02598752599
71503,7,2914,165,0.05662319835
71527,7,2934,119,0.04055896387
71537,5,2932,53,0.01807639836
71549,5,2893,35,0.01209816799
71551,7,2891,59,0.02040816327
71563,7,2953,115,0.03894344734
71569,1,2947,63,0.02137767221
71593,1,2968,119,0.04009433962
71597,5,2948,52,0.01763907734
71633,5,2934,51,0.01738241309
71647,7,2944,124,0.04211956522
71663,11,2890,55,0.01903114187
71671,7,2884,79,0.0273925104
71693,5,2923,64,0.02189531303
71699,11,2867,38,0.01325427276
71707,7,2953,147,0.04977988486
71711,11,2785,36,0.01292639138
71713,1,2961,157,0.05302262749
71719,7,2909,74,0.02543829495
71741,5,2894,49,0.01693158258
71761,1,2952,68,0.02303523035
71777,5,2911,57,0.01958090003
71789,5,2920,42,0.01438356164
71807,11,2895,65,0.02245250432
71809,1,2933,80,0.0272758268
71821,1,2955,64,0.02165820643
71837,5,2933,48,0.01636549608
71843,11,2931,46,0.01569430229
71849,5,2922,29,0.009924709103
71861,5,2885,40,0.01386481802
71867,11,2908,68,0.02338376891
71879,11,2841,43,0.01513551566
71881,1,2940,75,0.02551020408
71887,7,2940,68,0.0231292517
71899,7,2955,56,0.01895093063
71909,5,2893,52,0.01797442102
71917,1,2959,104,0.03514700912
71933,5,2946,40,0.01357773252
71941,1,2966,79,0.02663519892
71947,7,2971,100,0.03365870077
71963,11,2918,87,0.02981494174
71971,7,2956,50,0.01691474966
71983,7,2961,94,0.03174603175
71987,11,2921,85,0.02909962342
71993,5,2932,66,0.02251023192
71999,11,2872,37,0.01288300836
72019,7,2932,72,0.02455661664
72031,7,2952,69,0.02337398374
72043,7,2953,116,0.03928208601
72047,11,2835,70,0.02469135802
72053,5,2965,61,0.02057335582
72073,1,2981,110,0.036900369
72077,5,2949,64,0.02170227196
72089,5,2876,38,0.01321279555
72091,7,2955,81,0.02741116751
72101,5,2899,29,0.01000344947
72103,7,2957,156,0.0527561718
72109,1,2976,79,0.02654569892
72139,7,2955,83,0.02808798646
72161,5,2900,50,0.01724137931
72167,11,2903,50,0.01722356183
72169,1,2975,122,0.04100840336
72173,5,2940,59,0.02006802721
72211,7,2930,75,0.02559726962
72221,5,2933,35,0.01193317422
72223,7,2962,82,0.0276839973
72227,11,2953,45,0.01523874026
72229,1,2954,84,0.02843601896
72251,11,2908,37,0.01272352132
72253,1,2981,134,0.0449513586
72269,5,2931,29,0.00989423405
72271,7,2909,82,0.02818838089
72277,1,2982,74,0.02481556003
72287,11,2896,74,0.02555248619
72307,7,2982,75,0.02515090543
72313,1,2980,106,0.0355704698
72337,1,2991,173,0.05784018723
72341,5,2932,37,0.01261937244
72353,5,2970,63,0.02121212121
72367,7,2969,106,0.03570225665
72379,7,2953,86,0.02912292584
72383,11,2891,58,0.02006226219
72421,1,2965,85,0.02866779089
72431,11,2881,29,0.01006594932
72461,5,2960,32,0.01081081081
72467,11,2917,69,0.02365443949
72469,1,2982,116,0.03890006707
72481,1,2976,73,0.02452956989
72493,1,2996,112,0.03738317757
72497,5,2942,52,0.01767505099
72503,11,2919,56,0.01918465228
72533,5,2950,61,0.0206779661
72547,7,2976,156,0.05241935484
72551,11,2846,37,0.01300070274
72559,7,2972,89,0.0299461642
72577,1,3004,113,0.03761651132
72613,1,3001,97,0.03232255915
72617,5,2949,43,0.01458121397
72623,11,2920,84,0.02876712329
72643,7,2992,85,0.02840909091
72647,11,2936,40,0.0136239782
72649,1,2985,104,0.03484087102
72661,1,2989,54,0.01806624289
72671,11,2873,33,0.01148625131
72673,1,2987,109,0.03649146301
72679,7,2907,85,0.02923976608
72689,5,2975,36,0.01210084034
72701,5,2923,56,0.01915839891
72707,11,2925,54,0.01846153846
72719,11,2865,46,0.01605584642
72727,7,2979,79,0.0265189661
72733,1,3003,150,0.04995004995
72739,7,2968,66,0.02223719677
72763,7,2993,155,0.05178750418
72767,11,2952,45,0.01524390244
72797,5,2976,36,0.01209677419
72817,1,2998,128,0.04269513009
72823,7,2985,81,0.02713567839
72859,7,2981,84,0.0281784636
72869,5,2953,48,0.01625465628
72871,7,2957,78,0.0263780859
72883,7,2986,132,0.04420629605
72889,1,3004,107,0.03561917443
72893,5,2990,50,0.01672240803
72901,1,2997,95,0.03169836503
72907,7,2999,98,0.03267755919
72911,11,2855,50,0.01751313485
72923,11,2990,66,0.0220735786
72931,7,2968,101,0.0340296496
72937,1,3016,73,0.02420424403
72949,1,3007,72,0.02394413036
72953,5,2983,53,0.01776734831
72959,11,2830,32,0.01130742049
72973,1,2993,122,0.04076177748
72977,5,2999,76,0.02534178059
72997,1,3019,101,0.03345478635
73009,1,2991,74,0.02474088933
73013,5,2962,63,0.02126941256
73019,11,2952,45,0.01524390244
73037,5,2972,51,0.01716016151
73039,7,2962,69,0.0232950709
73043,11,2981,63,0.0211338477
73061,5,2984,32,0.01072386059
73063,7,2999,97,0.0323441147
73079,11,2845,41,0.0144112478
73091,11,2939,34,0.01156856073
73121,5,2962,58,0.01958136394
73127,11,2914,57,0.01956074125
73133,5,3004,48,0.01597869507
73141,1,2992,72,0.02406417112
73181,5,2952,53,0.01795392954
73189,1,3003,54,0.01798201798
73237,1,3018,165,0.05467196819
73243,7,3023,117,0.03870327489
73259,11,2928,22,0.007513661202
73277,5,2990,38,0.0127090301
73291,7,3009,68,0.02259887006
73303,7,2977,114,0.03829358415
73309,1,3017,79,0.02618495194
73327,7,3019,114,0.03776084796
73331,11,2947,54,0.01832371904
73351,7,2983,117,0.03922225947
73361,5,2967,26,0.00876306033
73363,7,3012,143,0.04747675963
73369,1,3007,55,0.01829065514
73379,11,2981,42,0.0140892318
73387,7,3013,148,0.04912047793
73417,1,3044,103,0.0338370565
73421,5,2936,47,0.01600817439
73433,5,2984,54,0.01809651475
73453,1,3031,87,0.02870339822
73459,7,3016,83,0.0275198939
73471,7,2980,80,0.02684563758
73477,1,3029,112,0.03697589964
73483,7,3031,126,0.0415704388
73517,5,3013,86,0.02854298042
73523,11,2989,64,0.02141184343
73529,5,2980,37,0.01241610738
73547,11,2996,79,0.02636849132
73553,5,3001,42,0.01399533489
73561,1,3020,125,0.04139072848
73571,11,2985,29,0.009715242881
73583,11,2958,58,0.01960784314
73589,5,2946,33,0.01120162933
73597,1,3018,117,0.03876739563
73607,11,2943,42,0.01427115189
73609,1,3021,55,0.01820589209
73613,5,3033,59,0.01945268711
73637,5,3031,61,0.02012537116
73643,11,2990,84,0.02809364548
73651,7,3026,72,0.02379378718
73673,5,3012,58,0.0192563081
73679,11,2928,39,0.01331967213
73681,1,3027,74,0.02444664685
73693,1,3042,108,0.03550295858
73699,7,3008,109,0.03623670213
73709,5,2965,38,0.01281618887
73721,5,3009,40,0.01329345297
73727,11,2950,70,0.02372881356
73751,11,2885,35,0.01213171577
73757,5,3010,61,0.02026578073
73771,7,2995,84,0.02804674457
73783,7,3009,136,0.04519774011
73819,7,3037,71,0.02337833388
73823,11,2953,47,0.01591601761
73847,11,2986,58,0.01942397857
73849,1,3011,80,0.0265692461
73859,11,2999,36,0.01200400133
73867,7,3019,107,0.0354421994
73877,5,3035,82,0.02701812191
73883,11,2976,66,0.02217741935
73897,1,3047,153,0.05021332458
73907,11,3023,65,0.02150181938
73939,7,3018,89,0.0294897283
73943,11,2983,50,0.01676164935
73951,7,2984,78,0.02613941019
73961,5,2979,39,0.01309164149
73973,5,3035,53,0.01746293245
73999,7,2985,47,0.01574539363
74017,1,3056,148,0.04842931937
74021,5,2967,40,0.01348163128
74027,11,3024,52,0.0171957672
74047,7,3026,94,0.03106411104
74051,11,2911,45,0.01545860529
74071,7,2993,68,0.02271967925
74077,1,3050,149,0.04885245902
74093,5,3025,60,0.01983471074
74099,11,2987,31,0.01037830599
74101,1,3032,86,0.02836411609
74131,7,3046,58,0.01904136573
74143,7,3032,147,0.0484828496
74149,1,3046,100,0.03282994091
74159,11,2925,29,0.009914529915
74161,1,3049,74,0.02427025254
74167,7,3051,143,0.04686987873
74177,5,3026,58,0.01916721745
74189,5,2988,57,0.01907630522
74197,1,3064,96,0.03133159269
74201,5,3001,28,0.009330223259
74203,7,3039,110,0.03619611714
74209,1,3054,102,0.03339882122
74219,11,2980,43,0.0144295302
74231,11,2897,53,0.01829478771
74257,1,3064,95,0.03100522193
74279,11,2934,26,0.008861622359
74287,7,3039,169,0.05561039816
74293,1,3067,81,0.02641017281
74297,5,3042,86,0.02827087442
74311,7,2971,69,0.02322450353
74317,1,3065,120,0.03915171289
74323,7,3052,86,0.02817824377
74353,1,3072,180,0.05859375
74357,5,3022,53,0.01753805427
74363,11,3046,46,0.01510177282
74377,1,3075,86,0.02796747967
74381,5,2989,36,0.01204416193
74383,7,3052,112,0.03669724771
74411,11,2982,33,0.01106639839
74413,1,3066,147,0.04794520548
74419,7,3056,67,0.02192408377
74441,5,3001,43,0.01432855715
74449,1,3076,82,0.0266579974
74453,5,3064,58,0.01892950392
74471,11,2928,45,0.01536885246
74489,5,3022,35,0.01158173395
74507,11,3006,60,0.01996007984
74509,1,3067,62,0.020215194
74521,1,3060,77,0.02516339869
74527,7,3029,149,0.0491911522
74531,11,2999,28,0.009336445482
74551,7,3041,58,0.01907267346
74561,5,3039,44,0.01447844686
74567,11,2993,57,0.01904443702
74573,5,3075,67,0.02178861789
74587,7,3067,101,0.03293120313
74597,5,3030,65,0.02145214521
74609,5,2995,53,0.01769616027
74611,7,3044,116,0.03810775296
74623,7,3027,83,0.02741988768
74653,1,3082,93,0.0301752109
74687,11,3035,47,0.01548599671
74699,11,3012,28,0.009296148738
74707,7,3064,105,0.0342689295
74713,1,3092,117,0.03783958603
74717,5,3063,70,0.02285341169
74719,7,3045,73,0.02397372742
74729,5,3041,28,0.009207497534
74731,7,3057,89,0.02911350998
74747,11,3038,50,0.01645819618
74759,11,2938,41,0.01395507148
74761,1,3080,74,0.02402597403
74771,11,3027,41,0.01354476379
74779,7,3053,78,0.02554864068
74797,1,3095,79,0.02552504039
74821,1,3063,83,0.02709761672
74827,7,3089,103,0.03334412431
74831,11,3012,35,0.01162018592
74843,11,3022,61,0.02018530774
74857,1,3079,141,0.04579408899
74861,5,3026,47,0.01553205552
74869,1,3092,87,0.02813712807
74873,5,3080,41,0.01331168831
74887,7,3059,113,0.03694017653
74891,11,3004,49,0.01631158455
74897,5,3078,45,0.01461988304
74903,11,2994,81,0.02705410822
74923,7,3083,96,0.03113850146
74929,1,3081,47,0.01525478741
74933,5,3055,80,0.02618657938
74941,1,3081,81,0.02629016553
74959,7,3040,84,0.02763157895
75011,11,2973,32,0.01076353851
75013,1,3103,131,0.04221720915
75017,5,3060,80,0.02614379085
75029,5,3037,50,0.01646361541
75037,1,3098,102,0.0329244674
75041,5,3055,38,0.0124386252
75079,7,3056,62,0.02028795812
75083,11,3074,45,0.01463890696
75109,1,3089,107,0.03463904176
75133,1,3112,118,0.03791773779
75149,5,3043,31,0.01018731515
75161,5,3062,45,0.01469627694
75167,11,3037,41,0.01350016464
75169,1,3077,74,0.02404939877
75181,1,3099,70,0.02258793159
75193,1,3090,104,0.03365695793
75209,5,3043,32,0.01051593822
75211,7,3093,103,0.03330100226
75217,1,3094,83,0.02682611506
75223,7,3095,133,0.04297253635
75227,11,3040,84,0.02763157895
75239,11,2945,39,0.01324278438
75253,1,3102,95,0.03062540297
75269,5,3019,30,0.009937065253
75277,1,3101,166,0.05353111899
75289,1,3102,88,0.02836879433
75307,7,3107,106,0.0341165111
75323,11,3028,58,0.01915455746
75329,5,3077,36,0.01169970751
75337,1,3114,144,0.04624277457
75347,11,3037,51,0.01679288772
75353,5,3075,89,0.02894308943
75367,7,3068,138,0.04498044329
75377,5,3092,49,0.01584734799
75389,5,3078,49,0.0159194282
75391,7,3037,59,0.01942706618
75401,5,3052,33,0.01081258191
75403,7,3097,164,0.05295447207
75407,11,3001,58,0.01932689104
75431,11,2977,63,0.02116224387
75437,5,3089,82,0.0265458077
75479,11,2931,37,0.01262367793
75503,11,3045,37,0.01215106732
75511,7,3082,62,0.02011680727
75521,5,3030,30,0.009900990099
75527,11,3034,50,0.01647989453
75533,5,3072,51,0.0166015625
75539,11,3011,35,0.01162404517
75541,1,3121,74,0.02371034925
75553,1,3124,109,0.03489116517
75557,5,3082,65,0.02109020117
75571,7,3096,106,0.0342377261
75577,1,3119,139,0.04456556589
75583,7,3088,98,0.0317357513
75611,11,3046,28,0.009192383454
75617,5,3099,73,0.0235559858
75619,7,3098,78,0.02517753389
75629,5,3089,51,0.01651019747
75641,5,3060,56,0.01830065359
75653,5,3107,45,0.01448342453
75659,11,3038,48,0.01579986833
75679,7,3097,55,0.01775912173
75683,11,3073,76,0.0247315327
75689,5,3059,43,0.01405688133
75703,7,3086,158,0.05119896306
75707,11,3110,64,0.02057877814
75709,1,3105,52,0.01674718196
75721,1,3116,62,0.01989730424
75731,11,3017,51,0.01690420948
75743,11,3018,64,0.02120609675
75767,11,2984,59,0.01977211796
75773,5,3085,74,0.02398703404
75781,1,3106,76,0.02446877012
75787,7,3103,105,0.03383822108
75793,1,3133,102,0.03255665496
75797,5,3117,43,0.01379531601
75821,5,3100,42,0.0135483871
75833,5,3115,48,0.01540930979
75853,1,3136,124,0.03954081633
75869,5,3031,40,0.0131969647
75883,7,3129,170,0.05433045702
75913,1,3127,103,0.03293891909
75931,7,3121,89,0.02851650112
75937,1,3138,113,0.03601019758
75941,5,3070,45,0.01465798046
75967,7,3108,169,0.05437580438
75979,7,3127,73,0.02334505916
75983,11,3036,66,0.02173913043
75989,5,3073,31,0.01008786202
75991,7,3066,109,0.03555120678
75997,1,3140,149,0.0474522293
76001,5,3090,25,0.008090614887
76003,7,3138,114,0.03632887189
76031,11,3016,23,0.007625994695
76039,7,3058,103,0.03368214519
76079,11,2971,42,0.01413665433
76081,1,3137,110,0.03506534906
76091,11,3062,48,0.01567602874
76099,7,3132,60,0.01915708812
76103,11,3032,65,0.02143799472
76123,7,3141,155,0.04934734161
76129,1,3134,68,0.02169751117
76147,7,3138,129,0.04110898662
76157,5,3130,48,0.01533546326
76159,7,3079,106,0.03442676194
76163,11,3071,65,0.02116574406
76207,7,3104,113,0.03640463918
76213,1,3153,135,0.04281636537
76231,7,3108,62,0.01994851995
76243,7,3140,145,0.04617834395
76249,1,3121,76,0.0243511695
76253,5,3135,75,0.02392344498
76259,11,3057,27,0.00883218842
76261,1,3123,71,0.02273455011
76283,11,3102,64,0.02063185042
76289,5,3100,60,0.01935483871
76303,7,3109,121,0.03891926665
76333,1,3141,128,0.04075135307
76343,11,3096,68,0.02196382429
76367,11,3105,69,0.02222222222
76369,1,3138,67,0.02135117909
76379,11,3042,28,0.009204470743
76387,7,3140,134,0.04267515924
76403,11,3117,75,0.02406159769
76421,5,3118,36,0.01154586273
76423,7,3132,103,0.03288633461
76441,1,3141,57,0.01814708691
76463,11,3067,49,0.01597652429
76471,7,3099,95,0.03065505002
76481,5,3119,61,0.0195575505
76487,11,3085,79,0.02560777958
76493,5,3132,34,0.01085568327
76507,7,3155,87,0.02757527734
76511,11,3056,33,0.01079842932
76519,7,3105,74,0.02383252818
76537,1,3159,135,0.04273504274
76541,5,3099,42,0.01355275895
76543,7,3126,151,0.04830454255
76561,1,3152,66,0.02093908629
76579,7,3120,67,0.02147435897
76597,1,3158,143,0.04528182394
76603,7,3161,102,0.03226826953
76607,11,3084,88,0.02853437095
76631,11,3049,30,0.009839291571
76649,5,3091,51,0.01649951472
76651,7,3147,77,0.02446774706
76667,11,3114,51,0.01637764933
76673,5,3150,49,0.01555555556
76679,11,3059,48,0.01569140242
76697,5,3124,68,0.02176696543
76717,1,3171,103,0.03248186692
76733,5,3135,66,0.02105263158
76753,1,3166,112,0.0353758686
76757,5,3145,49,0.01558028617
76771,7,3148,90,0.02858958069
76777,1,3171,94,0.02964364554
76781,5,3095,44,0.01421647819
76801,1,3159,43,0.0136119025
76819,7,3152,75,0.02379441624
76829,5,3135,37,0.01180223285
76831,7,3073,84,0.02733485194
76837,1,3170,121,0.038170347
76847,11,3135,51,0.01626794258
76871,11,3088,52,0.01683937824
76873,1,3161,157,0.04966782664
76883,11,3123,61,0.0195325008
76907,11,3080,59,0.01915584416
76913,5,3171,50,0.01576789656
76919,11,3027,41,0.01354476379
76943,11,3074,58,0.01886792453
76949,5,3114,47,0.01509312781
76961,5,3100,46,0.01483870968
76963,7,3146,121,0.03846153846
76991,11,2994,40,0.01336005344
77003,11,3110,68,0.02186495177
77017,1,3177,133,0.04186339314
77023,7,3167,138,0.04357436059
77029,1,3162,55,0.0173940544
77041,1,3153,64,0.02029812877
77047,7,3137,122,0.03889065987
77069,5,3129,64,0.02045381911
77081,5,3148,35,0.01111817027
77093,5,3161,59,0.01866497944
77101,1,3160,72,0.02278481013
77137,1,3195,148,0.04632237872
77141,5,3143,37,0.01177219217
77153,5,3142,66,0.02100572884
77167,7,3130,123,0.0392971246
77171,11,3047,40,0.01312766656
77191,7,3156,56,0.01774397972
77201,5,3145,65,0.02066772655
77213,5,3165,98,0.03096366509
77237,5,3156,49,0.01552598226
77239,7,3150,88,0.02793650794
77243,11,3124,72,0.02304737516
77249,5,3119,28,0.008977236294
77261,5,3139,35,0.01115004779
77263,7,3164,78,0.02465233881
77267,11,3151,67,0.02126309108
77269,1,3164,96,0.03034134008
77279,11,3057,56,0.01831861302
77291,11,3122,43,0.01377322229
77317,1,3199,151,0.0472022507
77323,7,3187,78,0.02447442736
77339,11,3138,51,0.01625239006
77347,7,3188,81,0.02540777917
77351,11,3036,26,0.008563899868
77359,7,3123,55,0.01761127121
77369,5,3118,52,0.01667735728
77377,1,3195,151,0.04726134585
77383,7,3162,166,0.05249841872
77417,5,3181,56,0.01760452688
77419,7,3157,95,0.03009185936
77431,7,3128,58,0.01854219949
77447,11,3108,61,0.01962676963
77471,11,3064,31,0.01011749347
77477,5,3176,52,0.01637279597
77479,7,3118,71,0.02277100706
77489,5,3139,43,0.01369863014
77491,7,3186,72,0.02259887006
77509,1,3189,85,0.02665412355
77513,5,3178,43,0.01353052234
77521,1,3185,132,0.04144427002
77527,7,3176,117,0.03683879093
77543,11,3159,70,0.02215891105
77549,5,3116,31,0.009948652118
77551,7,3149,82,0.0260400127
77557,1,3206,78,0.02432938241
77563,7,3183,154,0.04838202953
77569,1,3198,66,0.02063789869
77573,5,3169,96,0.03029346797
77587,7,3194,138,0.04320601127
77591,11,3030,35,0.01155115512
77611,7,3179,49,0.01541365209
77617,1,3206,117,0.03649407361
77621,5,3163,68,0.0214985773
77641,1,3207,93,0.02899906455
77647,7,3165,175,0.05529225908
77659,7,3191,64,0.02005640865
77681,5,3156,45,0.01425855513
77687,11,3133,44,0.01404404724
77689,1,3180,87,0.02735849057
77699,11,3079,51,0.01656381942
77711,11,3051,29,0.009505080302
77713,1,3197,143,0.04472943384
77719,7,3176,93,0.02928211587
77723,11,3160,41,0.01297468354
77731,7,3176,99,0.03117128463
77743,7,3175,94,0.02960629921
77747,11,3143,62,0.01972637607
77761,1,3183,90,0.02827521206
77773,1,3210,173,0.053894081
77783,11,3079,59,0.01916206561
77797,1,3217,178,0.05533105378
77801,5,3130,44,0.01405750799
77813,5,3184,52,0.01633165829
77839,7,3143,124,0.03945275215
77849,5,3173,34,0.01071541128
77863,7,3207,125,0.03897723729
77867,11,3164,75,0.02370417193
77893,1,3207,83,0.02588088556
77899,7,3157,69,0.02185619259
77929,1,3198,119,0.03721075672
77933,5,3210,54,0.01682242991
77951,11,3062,36,0.01175702155
77969,5,3159,49,0.01551123773
77977,1,3224,125,0.03877171216
77983,7,3192,165,0.05169172932
77999,11,3075,44,0.01430894309
78007,7,3183,128,0.04021363494
78017,5,3196,53,0.01658322904
78031,7,3167,81,0.02557625513
78041,5,3153,35,0.01110053917
78049,1,3202,119,0.03716427233
78059,11,3172,38,0.01197982346
78079,7,3167,79,0.02494474266
78101,5,3193,37,0.01158784842
78121,1,3213,51,0.01587301587
78137,5,3204,86,0.02684144819
78139,7,3195,63,0.01971830986
78157,1,3229,85,0.0263239393
78163,7,3228,100,0.03097893432
78167,11,3167,97,0.03062835491
78173,5,3212,42,0.01307596513
78179,11,3091,35,0.01132319638
78191,11,3095,41,0.01324717286
78193,1,3231,129,0.03992571959
78203,11,3196,68,0.02127659574
78229,1,3224,55,0.01705955335
78233,5,3207,50,0.01559089492
78241,1,3231,63,0.01949860724
78259,7,3194,107,0.03350031309
78277,1,3231,146,0.04518724853
78283,7,3219,96,0.02982292637
78301,1,3210,116,0.03613707165
78307,7,3228,152,0.04708798017
78311,11,3071,30,0.00976880495
78317,5,3208,52,0.01620947631
78341,5,3188,30,0.009410288582
78347,11,3190,70,0.02194357367
78367,7,3218,100,0.03107520199
78401,5,3209,50,0.01558117794
78427,7,3229,143,0.0442861567
78437,5,3212,64,0.0199252802
78439,7,3197,70,0.02189552706
78467,11,3213,53,0.01649548708
78479,11,3176,41,0.0129093199
78487,7,3190,142,0.04451410658
78497,5,3196,72,0.0225281602
78509,5,3192,32,0.01002506266
78511,7,3184,70,0.02198492462
78517,1,3240,107,0.03302469136
78539,11,3120,45,0.01442307692
78541,1,3242,77,0.02375077113
78553,1,3241,151,0.04659055847
78569,5,3199,28,0.00875273523
78571,7,3223,102,0.03164753335
78577,1,3251,108,0.03322054752
78583,7,3208,103,0.03210723192
78593,5,3237,60,0.01853568119
78607,7,3232,130,0.04022277228
78623,11,3121,58,0.01858378725
78643,7,3232,149,0.04610148515
78649,1,3237,47,0.01451961693
78653,5,3224,46,0.01426799007
78691,7,3224,76,0.02357320099
78697,1,3246,172,0.05298829328
78707,11,3217,69,0.02144855455
78713,5,3220,68,0.02111801242
78721,1,3240,137,0.04228395062
78737,5,3235,42,0.01298299845
78779,11,3178,34,0.01069855255
78781,1,3240,72,0.02222222222
78787,7,3256,115,0.03531941032
78791,11,3131,67,0.02139891408
78797,5,3207,84,0.02619270346
78803,11,3189,46,0.01442458451
78809,5,3195,39,0.01220657277
78823,7,3213,108,0.03361344538
78839,11,3090,43,0.01391585761
78853,1,3262,135,0.04138565297
78857,5,3238,47,0.0145151328
78877,1,3261,107,0.03281202085
78887,11,3165,38,0.01200631912
78889,1,3228,101,0.03128872367
78893,5,3220,67,0.02080745342
78901,1,3242,77,0.02375077113
78919,7,3229,64,0.01982037783
78929,5,3221,42,0.01303942875
78941,5,3226,40,0.01239925604
78977,5,3234,56,0.01731601732
78979,7,3206,72,0.02245789145
78989,5,3221,37,0.0114871158
79031,11,3103,24,0.007734450532
79039,7,3217,59,0.01834006839
79043,11,3181,62,0.01949072619
79063,7,3214,116,0.03609209708
79087,7,3249,112,0.03447214528
79103,11,3153,62,0.01966381224
79111,7,3218,66,0.02050963331
79133,5,3234,71,0.02195423624
79139,11,3195,48,0.01502347418
79147,7,3245,84,0.02588597843
79151,11,3162,37,0.01170145478
79153,1,3259,80,0.02454740718
79159,7,3228,89,0.02757125155
79181,5,3235,37,0.0114374034
79187,11,3193,89,0.02787347322
79193,5,3253,50,0.0153704273
79201,1,3259,124,0.03804848113
79229,5,3181,44,0.01383212826
79231,7,3216,108,0.03358208955
79241,5,3239,38,0.01173201605
79259,11,3208,52,0.01620947631
79273,1,3258,142,0.04358502149
79279,7,3216,65,0.02021144279
79283,11,3245,38,0.01171032357
79301,5,3172,43,0.01355611602
79309,1,3235,81,0.02503863988
79319,11,3151,38,0.0120596636
79333,1,3287,125,0.03802859751
79337,5,3236,74,0.02286773795
79349,5,3221,31,0.009624340267
79357,1,3276,159,0.04853479853
79367,11,3212,56,0.01743462017
79379,11,3197,45,0.01407569596
79393,1,3277,127,0.0387549588
79397,5,3240,59,0.01820987654
79399,7,3232,127,0.03929455446
79411,7,3228,78,0.02416356877
79423,7,3261,110,0.03373198405
79427,11,3215,49,0.01524105754
79433,5,3240,51,0.01574074074
79451,11,3224,31,0.009615384615
79481,5,3222,38,0.01179391682
79493,5,3260,58,0.01779141104
79531,7,3271,67,0.02048303271
79537,1,3278,120,0.03660768761
79549,1,3273,58,0.01772074549
79559,11,3139,32,0.0101943294
79561,1,3261,104,0.03189205765
79579,7,3263,131,0.04014710389
79589,5,3224,43,0.01333746898
79601,5,3239,40,0.01234949058
79609,1,3258,67,0.02056476366
79613,5,3245,47,0.01448382126
79621,1,3267,83,0.02540557086
79627,7,3291,122,0.03707079915
