Prime, Diameter, Distances between 100 Random Vertex Pairs, Average Distance between components of Fp subgraph
10253, 14, [10, 10, 11, 12, 12, 10, 11, 10, 10, 10, 11, 10, 10, 11, 9, 10, 8, 11, 11, 10, 10, 10, 10, 6, 9, 6, 10, 7, 9, 9, 9, 5, 9, 10, 7, 10, 8, 8, 9, 7, 9, 10, 10, 7, 9, 9, 6, 6, 10, 8, 10, 10, 11, 5, 9, 8, 9, 9, 11, 10, 10, 5, 9, 8, 10, 7, 8, 9, 9, 8, 8, 8, 9, 10, 10, 6, 8, 11, 9, 9, 8, 9, 8, 10, 9, 8, 8, 9, 7, 9, 6, 4, 8, 9, 8, 8, 8, 9, 9, 8, 7, 10, 5, 10, 2, 7, 8, 8, 7, 6, 8, 9, 6, 8, 11, 8, 10, 4, 7, 6, 8, 9, 7, 9, 11, 9, 8, 8, 9, 9, 9, 5, 11, 10, 9, 9, 11, 9, 7, 7, 9, 7, 7, 9, 10, 8, 8, 10, 8, 6, 5, 6, 7, 6, 9, 9, 8, 7, 4, 9, 6, 11, 9, 7, 11, 10, 8, 9, 8, 6, 7, 7, 7, 7, 8, 9, 7, 9, 8, 8, 7, 7, 9, 7, 8, 7, 6, 11, 6, 7, 11, 9, 9, 9, 5, 7, 10, 8, 5, 5, 11, 3, 3, 10, 8, 10, 10, 10, 9, 7, 9, 6, 9, 7, 6, 6, 7, 9, 9, 8, 5, 7, 8, 6, 11, 5, 8, 5, 11, 11, 2, 7, 7, 9, 9, 9, 6, 8, 10, 7, 9, 8, 6, 4, 8, 8, 8, 9, 7, 9, 9, 10, 10, 9, 8, 10, 11, 9, 5, 9, 9, 9, 9, 5, 9, 8, 8, 6, 6, 9, 7, 10, 10, 10, 9, 8, 7, 8, 8, 8, 11, 7, 8, 8, 8, 9, 11, 10, 10, 6, 8, 6, 8, 7, 9, 9, 4, 10, 9, 9, 11, 10, 8, 7, 4, 10, 9, 6, 8, 10, 10, 8, 4, 10, 8, 9, 10, 6, 9, 8, 10, 9, 9, 8, 8, 7, 9, 11, 9, 8, 10, 7, 8, 7, 7, 10, 9, 8, 9, 6, 10, 8, 9, 8, 6, 9, 4, 5, 7, 9, 10, 8, 6, 10, 8, 8, 10, 8, 11, 10, 4, 6, 9, 7, 6, 9, 9, 11, 9, 8, 8, 10, 9, 7, 9, 6, 9, 8], [10, 9, 8, 8, 7, 10, 8, 2, 5, 7, 8, 9, 9, 6, 8, 9, 10, 11, 10, 6, 9, 7, 4, 8, 9, 7, 11, 10, 7, 10, 8, 9, 10, 8, 10, 4, 7, 9, 8, 8, 6, 7, 9, 7, 9, 8, 8, 4, 7, 7, 8, 10, 6, 9, 10, 10, 8, 7, 9, 9, 6, 8, 7, 10, 7, 9, 8, 11, 10, 10, 8, 7, 6, 9, 9, 5, 7, 8, 9, 10, 8, 9, 8, 5, 9, 8, 9, 8, 8, 8, 8, 7, 9, 5, 10, 8, 1, 10, 7, 7], 644784
10457, 14, [10, 10, 10, 8, 10, 10, 11, 11, 5, 8, 10, 8, 8, 9, 12, 9, 10, 11, 10, 9, 8, 10, 10, 9, 10, 9, 9, 8, 8, 7, 8, 9, 9, 7, 4, 9, 10, 8, 7, 6, 9, 9, 9, 10, 6, 3, 9, 8, 11, 9, 10, 10, 8, 8, 9, 8, 6, 6, 8, 10, 4, 9, 7, 6, 8, 7, 7, 7, 8, 9, 8, 9, 8, 8, 9, 8, 10, 9, 12, 8, 8, 9, 9, 12, 11, 9, 7, 8, 10, 9, 9, 12, 11, 10, 6, 9, 6, 10, 8, 10, 9, 10, 7, 10, 10, 8, 10, 10, 10, 5, 5, 5, 8, 10, 7, 7, 9, 10, 9, 6, 9, 8, 8, 10, 9, 8, 8, 5, 5, 7, 11, 8, 11, 9, 9, 9, 8, 8, 10, 10, 9, 6, 7, 8, 8, 9, 10, 8, 8, 8, 9, 10, 10, 10, 8, 6, 4, 6, 7, 9, 9, 9, 11, 8, 6, 8, 9, 8, 8, 7, 10, 9, 8, 5, 9, 6, 10, 5, 6, 8, 11, 9, 11, 9, 8, 7, 9, 11, 5, 8, 8, 10, 9, 9, 10, 7, 10, 9, 5, 7, 8, 7, 8, 9, 6, 6, 8, 8, 10, 8, 6, 8, 8, 7, 7, 6, 8, 4, 8, 10, 7, 10, 9, 11, 8, 5, 10, 9, 9, 8, 10, 8, 8, 8, 9, 8, 9, 11, 8, 10, 9, 9, 7, 9, 7, 10, 8, 9, 8, 10, 10, 7, 5, 8, 9, 8, 7, 6, 10, 8, 6, 7, 8, 7, 8, 9, 8, 10, 10, 8, 7, 9, 11, 9, 12, 8, 10, 9, 8, 8, 9, 6, 6, 9, 12, 9, 8, 9, 7, 8, 9, 8, 5, 8, 9, 8, 10, 2, 8, 10, 9, 10, 8, 10, 3, 8, 7, 8, 7, 8, 8, 9, 6, 8, 3, 8, 8, 10, 10, 10, 9, 5, 8, 10, 10, 10, 9, 5, 9, 5, 7, 10, 9, 9, 9, 6, 8, 4, 8, 8, 7, 6, 7, 10, 9, 5, 9, 9, 9, 8, 9], [7, 8, 11, 5, 9, 7, 6, 7, 9, 1, 9, 8, 7, 6, 8, 7, 9, 9, 10, 8, 7, 9, 9, 10, 8, 6, 9, 7, 7, 9, 7, 7, 9, 8, 6, 8, 11, 8, 8, 7, 10, 9, 8, 6, 10, 6, 10, 9, 9, 10, 11, 6, 8, 9, 10, 7, 8, 5, 9, 9, 7, 5, 7, 9, 9, 4, 6, 10, 7, 9, 9, 7, 8, 8, 9, 9, 9, 9, 5, 4, 8, 8, 10, 10, 4, 8, 9, 7, 2, 9, 6, 7, 8, 9, 10, 8, 10, 9, 7, 6], 644784
10709, 14, [7, 9, 8, 6, 11, 8, 8, 8, 9, 8, 10, 11, 8, 9, 10, 7, 9, 8, 7, 7, 7, 7, 8, 9, 9, 10, 8, 9, 8, 8, 9, 7, 10, 8, 9, 8, 8, 9, 8, 9, 9, 8, 8, 4, 10, 9, 8, 11, 10, 10, 6, 8, 8, 6, 9, 11, 7, 9, 5, 9, 10, 10, 11, 8, 10, 9, 11, 9, 7, 9, 12, 11, 11, 9, 10, 11, 9, 10, 10, 9, 12, 7, 11, 9, 9, 11, 10, 9, 9, 11, 10, 7, 9, 7, 8, 8, 6, 8, 7, 5, 8, 9, 9, 7, 8, 10, 8, 10, 8, 8, 9, 7, 7, 8, 6, 8, 9, 9, 7, 8, 10, 9, 9, 10, 6, 7, 8, 7, 8, 7, 9, 10, 9, 8, 10, 9, 8, 9, 9, 8, 11, 4, 6, 9, 9, 9, 10, 6, 10, 10, 10, 9, 11, 5, 6, 9, 5, 5, 10, 4, 8, 7, 10, 6, 6, 10, 10, 8, 10, 7, 6, 9, 10, 6, 9, 9, 5, 10, 9, 7, 7, 9, 7, 10, 6, 10, 10, 11, 9, 10, 10, 8, 3, 5, 6, 9, 9, 10, 9, 9, 9, 8, 8, 7, 8, 10, 5, 9, 10, 8, 10, 9, 8, 3, 10, 9, 6, 10, 9, 10, 8, 7, 9, 9, 10, 7, 7, 11, 9, 6, 11, 9, 9, 8, 9, 8, 8, 8, 9, 8, 5, 9, 9, 9, 8, 7, 8, 8, 10, 6, 7, 7, 8, 8, 9, 9, 9, 9, 9, 10, 6, 8, 10, 8, 9, 9, 9, 9, 5, 6, 8, 10, 9, 7, 8, 7, 9, 7, 9, 9, 7, 10, 9, 5, 9, 4, 8, 8, 8, 7, 6, 9, 8, 5, 9, 9, 8, 6, 10, 9, 11, 10, 4, 9, 8, 11, 10, 3, 8, 7, 10, 7, 9, 6, 9, 7, 9, 9, 10, 7, 4, 9, 9, 10, 7, 10, 8, 10, 9, 8, 6, 7, 9, 8, 11, 10, 10, 6, 11, 7, 8, 9, 9, 7, 9, 11, 10, 11, 8, 10, 10, 8, 7, 9, 7, 9, 7, 8, 11, 8, 7, 9, 10, 7, 6, 9, 8, 9, 9, 5, 11, 9, 5, 10, 10, 3, 7, 9, 9, 7, 11, 9, 8, 8, 10, 8, 8, 9, 6, 8, 10, 9, 8, 11, 11, 5, 11, 6, 8, 6, 8, 8, 11, 7, 8, 7, 4, 8, 8, 7, 7, 10, 8, 9, 9, 10, 9, 6, 6, 9, 10, 9, 9, 10, 9, 11, 8, 7, 4, 7, 7, 12, 7, 10, 7, 11, 4, 7, 12, 9, 5, 9, 10, 8, 9, 11, 6, 6, 9, 9, 8, 9, 6, 9, 6, 8, 6, 9, 9, 7, 10, 7, 10, 9, 11, 10, 6, 8, 9, 7, 11, 11, 5, 10, 9, 11, 10, 7, 8, 7, 8, 10, 9, 9, 7, 9, 10, 8, 8, 8, 11, 6, 9, 5, 8, 8, 6, 4, 9, 7, 6, 9, 10, 7, 8, 10, 7, 6, 7, 8, 8, 11, 10, 9, 9, 9, 10, 11, 8, 9, 6, 9, 8, 2, 11, 8, 8, 10, 8, 6, 8, 10, 11, 8, 9, 11, 11, 11, 10, 7, 12, 9, 6, 6, 11, 10, 10, 8, 10, 4, 9, 7, 12, 9, 8, 9, 8, 8, 8, 8, 8, 10, 8, 10, 6, 5, 9, 8, 11, 6, 9, 9, 9, 9, 9, 7, 10, 8, 10, 10, 10, 6, 10, 11, 6, 7, 9, 10, 7, 8, 7, 7, 10, 9, 5, 9, 10, 7, 8, 8, 8, 9, 4, 10, 10, 8, 8, 8, 10, 7, 9, 8, 7, 11, 9, 7, 8, 8, 11, 7, 8, 2, 9, 8, 5, 7, 7, 6, 11, 5, 11, 10, 9, 9, 9, 10, 7, 9, 9, 8, 9, 11, 9, 9, 5, 12, 11, 9, 8, 9, 8, 9, 9, 7, 10, 8, 7, 9, 10, 8, 8, 9, 12, 9, 9, 3, 8, 10, 9, 5, 8, 7, 9, 6, 9, 9, 6, 8, 10, 7, 7, 8, 7, 2, 10, 8, 7, 5, 10, 10, 5, 7, 9, 9, 10, 8, 8, 9, 8, 8, 6, 7, 9, 7, 6, 9, 10, 12, 8, 8, 10, 10, 9, 6, 7, 9, 5, 12, 9, 7, 8, 10, 7, 7, 10, 9, 5, 11, 10, 6, 8, 10, 7, 7, 6, 8, 8, 10, 10, 7, 7, 7, 6, 5, 8, 8, 10, 11, 8, 6, 9, 8, 8, 10, 7, 10, 8, 10, 8, 9, 9, 9, 8, 6, 11, 8, 6, 7, 5, 5, 11, 8, 7, 8, 5, 4, 5, 7, 9, 10, 10, 10, 8, 8, 9, 7, 3, 11, 8, 11, 10, 7, 9, 10, 10, 7, 10, 11, 8, 10, 9, 9, 9, 8, 9, 7, 7, 7, 10, 9, 6, 8, 7, 7, 7, 8, 5, 8, 9, 10, 4, 11, 8, 8, 8, 9, 5, 9, 10, 11, 10, 9, 10, 5, 9, 9, 9, 8, 7, 5, 8, 9, 9, 10, 9, 9, 8, 7, 6, 9, 4, 8, 8, 7, 8, 9, 6, 10, 9, 8, 7, 8, 10, 7, 10, 8, 9, 8, 8, 8, 6, 9, 10, 7, 10, 4, 9, 10, 8, 8, 5, 9, 10, 7, 8, 9, 9, 7, 10, 10, 6, 11, 7, 7, 8, 9, 9, 8, 8, 9, 6, 7, 9, 11, 9, 8, 8, 9, 9, 9, 11, 8, 10, 9, 6, 7, 10, 10, 8, 8, 7, 4, 8, 5, 9, 10, 7, 10, 8, 8, 6, 11, 11, 7, 4, 8, 6, 4, 9, 6, 5, 8, 6, 9, 11, 8, 9, 9, 10, 8, 8, 11, 8, 3, 10, 8, 5, 7, 8, 6, 10, 9, 10, 6, 5, 6, 7, 6, 7, 9, 8, 7, 6, 9, 9, 6, 9, 10, 8, 9, 7, 9, 8, 9, 9, 3, 8, 7, 9, 6, 9, 8, 10, 9, 10, 10, 6, 9, 10, 5, 10, 9, 9, 8, 12, 10, 9, 9, 5, 7, 9, 10, 9, 10, 10, 9, 8, 7, 7, 9, 5, 7, 6, 8, 8, 6, 10, 8, 9, 10, 8, 10, 6, 8, 9, 11, 7, 10, 9, 6, 8, 10, 10, 7, 10, 10, 8, 5, 9, 10, 4, 8, 12, 9, 10, 4, 8, 10, 8, 11, 8, 7, 9, 10, 10, 11, 9, 7, 6, 5, 10, 10, 10, 10, 10, 8, 9, 10, 8, 9, 11], [9, 9, 12, 8, 5, 8, 10, 5, 7, 8, 10, 8, 8, 9, 6, 9, 7, 7, 6, 8, 5, 2, 7, 10, 9, 7, 9, 5, 10, 7, 7, 10, 8, 7, 9, 5, 7, 7, 8, 6, 6, 9, 8, 10, 9, 8, 8, 10, 7, 8, 9, 8, 8, 6, 6, 10, 8, 9, 9, 10, 8, 9, 9, 6, 7, 8, 9, 5, 6, 5, 7, 9, 9, 9, 9, 9, 8, 7, 8, 8, 10, 6, 8, 9, 8, 11, 3, 6, 10, 5, 9, 9, 8, 8, 9, 9, 6, 7, 7, 9], 644784
10937, 13, [5, 9, 10, 11, 5, 9, 8, 11, 9, 8, 10, 10, 10, 9, 10, 9, 10, 11, 10, 10, 10, 8, 6, 4, 9, 5, 6, 7, 6, 10, 11, 9, 9, 10, 7, 11, 11, 12, 9, 8, 10, 9, 9, 11, 8, 9, 10, 8, 3, 6, 11, 5, 2, 8, 8, 9, 9, 11, 9, 9, 10, 8, 10, 10, 11, 8, 9, 9, 7, 8, 9, 9, 9, 11, 10, 10, 7, 7, 10, 9, 7, 9, 3, 8, 9, 9, 7, 7, 10, 6, 8, 8, 6, 7, 8, 11, 9, 11, 10, 8, 8, 10, 11, 11, 10, 9, 8, 7, 5, 9, 10, 10, 8, 6, 8, 9, 10, 10, 7, 8, 6, 9, 12, 8, 10, 8, 10, 8, 8, 10, 10, 9, 6, 8, 10, 8, 7, 7, 10, 9, 10, 8, 10, 7, 6, 7, 8, 9, 10, 7, 10, 9, 9, 9, 7, 6, 9, 10, 9, 9, 8, 10, 9, 8, 9, 7, 9, 9, 9, 10, 9, 10, 8, 9, 8, 10, 9, 6, 6, 4, 7, 10, 9, 7, 6, 8, 8, 9, 8, 8, 10, 5, 6, 6, 9, 5, 9, 9, 9, 8, 6, 9, 9, 11, 6, 9, 10, 2, 9, 6], [4, 9, 6, 8, 8, 7, 8, 7, 7, 6, 9, 6, 8, 10, 10, 8, 10, 7, 4, 8, 8, 8, 9, 8, 7, 6, 11, 11, 9, 4, 7, 8, 11, 9, 10, 7, 5, 7, 8, 1, 9, 8, 9, 10, 9, 10, 8, 8, 10, 8, 8, 8, 7, 8, 11, 10, 10, 11, 9, 9, 5, 8, 8, 6, 8, 10, 11, 8, 11, 8, 9, 6, 8, 8, 7, 7, 10, 8, 10, 8, 8, 9, 5, 8, 8, 7, 9, 9, 10, 9, 8, 8, 5, 10, 9, 8, 9, 10, 7, 9], 644784
11149, 14, [9, 7, 6, 7, 9, 8, 8, 9, 6, 10, 9, 8, 8, 7, 9, 7, 10, 9, 9, 10, 6, 10, 7, 6, 8, 9, 8, 7, 7, 8, 8, 7, 8, 8, 9, 6, 9, 9, 8, 9, 9, 10, 11, 7, 8, 8, 10, 10, 8, 7, 8, 9, 9, 11, 11, 9, 7, 7, 10, 11, 8, 8, 4, 10, 3, 6, 8, 11, 9, 9, 8, 9, 7, 7, 9, 9, 9, 6, 8, 10, 10, 8, 12, 9, 7, 9, 7, 6, 7, 6, 8, 7, 11, 10, 5, 8, 11, 9, 8, 10, 2, 10, 8, 7, 10, 10, 8, 7, 11, 9, 8, 10, 8, 4, 10, 8, 11, 8, 6, 7, 9, 8, 7, 11, 8, 7, 10, 10, 8, 10, 9, 8, 11, 7, 10, 5, 10, 10, 8, 10, 8, 10, 9, 7, 10, 10, 8, 8, 10, 7, 8, 9, 6, 9, 8, 8, 11, 5, 9, 8, 9, 8, 6, 8, 10, 9, 9, 7, 9, 10, 9, 8, 8, 8, 8, 5, 4, 10, 10, 10, 9, 11, 10, 9, 11, 7, 10, 6, 11, 9], [10, 8, 8, 10, 6, 6, 10, 7, 8, 11, 7, 9, 5, 10, 4, 9, 6, 9, 9, 6, 8, 8, 7, 11, 7, 9, 7, 10, 8, 8, 11, 8, 8, 9, 7, 9, 6, 10, 9, 8, 9, 10, 6, 10, 8, 6, 10, 10, 5, 8, 9, 9, 7, 9, 7, 7, 5, 7, 9, 3, 3, 7, 7, 9, 9, 10, 9, 9, 6, 7, 10, 9, 7, 9, 10, 7, 8, 9, 9, 5, 7, 7, 7, 8, 9, 9, 8, 10, 10, 4, 10, 6, 10, 10, 9, 9, 10, 8, 8, 9], 644784
11353, 13, [7, 7, 9, 11, 9, 10, 6, 9, 4, 8, 9, 6, 5, 11, 9, 11, 10, 6, 9, 3, 11, 10, 10, 9, 9, 9, 7, 8, 7, 7, 8, 7, 11, 11, 7, 8, 8, 8, 7, 9, 12, 10, 11, 10, 7, 9, 7, 9, 9, 7, 9, 8, 10, 9, 10, 9, 11, 8, 10, 12, 9, 7, 8, 12, 9, 9], [10, 7, 10, 8, 10, 6, 8, 5, 4, 10, 9, 8, 9, 10, 7, 8, 7, 8, 9, 7, 9, 9, 7, 4, 10, 8, 9, 10, 6, 7, 10, 9, 9, 9, 8, 7, 7, 11, 8, 6, 9, 8, 7, 8, 10, 10, 7, 8, 6, 8, 5, 2, 10, 10, 6, 8, 10, 8, 4, 6, 8, 9, 10, 8, 11, 8, 8, 7, 8, 9, 7, 9, 7, 5, 6, 8, 8, 8, 10, 11, 7, 6, 8, 8, 9, 7, 10, 9, 10, 8, 6, 10, 2, 7, 7, 8, 7, 10, 7, 9], 644784
11593, 13, [8, 7, 8, 7, 8, 6, 10, 7, 9, 6, 8, 10, 11, 6, 8, 10, 8, 8, 8, 10, 5, 11, 11, 7, 8, 8, 7, 11, 8, 10, 9, 7, 10, 10, 8, 9, 8, 9, 5, 4, 10, 5, 8, 8, 11, 7, 9, 7, 7, 9, 7, 9, 9, 9, 10, 9, 8, 9, 9, 9, 7, 8, 7, 10, 7, 6, 6, 9, 10, 8, 10, 7, 9, 5, 9, 9, 8, 3, 7, 8, 10, 10, 9, 8, 9, 10, 8, 7, 10, 9, 7], [8, 8, 10, 6, 9, 5, 7, 10, 2, 8, 4, 8, 7, 10, 9, 11, 8, 8, 5, 9, 10, 11, 11, 9, 9, 7, 7, 4, 7, 8, 10, 8, 8, 8, 4, 9, 8, 10, 9, 8, 6, 7, 9, 8, 7, 9, 10, 8, 9, 7, 9, 5, 6, 9, 9, 7, 8, 11, 10, 7, 10, 8, 10, 8, 2, 8, 4, 11, 9, 4, 4, 11, 8, 9, 10, 6, 7, 6, 10, 10, 10, 10, 10, 9, 10, 11, 8, 9, 9, 8, 10, 10, 9, 9, 10, 4, 10, 6, 10, 8], 644784
11801, 14, [11, 6, 9, 9, 7, 10, 4, 8, 7, 7, 8, 9, 7, 7, 8, 10, 10, 8, 9, 5, 8, 7, 8, 6, 6, 6, 10, 8, 8, 8, 10, 9, 9, 8, 7, 10, 9, 10, 10, 10, 8, 8, 9, 9, 10, 8, 9, 5, 7, 9, 11, 9, 9, 9, 10, 9, 10, 10, 10, 10, 9, 11, 8, 8, 10, 7, 9, 8, 8, 4, 12, 7, 9, 7, 9, 5, 9, 6, 9, 10, 6, 9, 9, 9, 9, 7, 10, 8, 8, 8, 9, 10, 7, 11, 7, 9, 7, 10, 8, 8, 9, 7, 8, 10, 8, 8, 9, 7, 10, 10, 4, 6, 9, 8, 8, 9, 11, 10, 10, 9, 10, 6, 9, 9, 10, 10, 9, 6, 11, 6, 10, 7, 9, 5, 8, 8, 9, 8, 9, 8, 9, 9, 9, 7, 9, 8, 11, 8, 4, 11, 7, 6, 8, 9, 8, 10, 7, 10, 8, 9, 10, 8, 9, 10, 8, 8, 7, 9, 9, 7, 6, 8, 10, 8, 9, 9, 7, 12, 10, 5, 11, 8, 10, 10, 9, 10, 6, 5, 6, 7, 9, 10, 9, 10, 8, 8, 10, 10, 9, 7, 8, 7, 4, 6, 7, 8, 8, 9, 9, 9, 9, 7, 9, 9, 6, 7, 7, 8, 9, 10, 6, 8, 7, 9, 11, 9, 7, 8, 8, 9, 8, 10, 7, 9, 6, 4, 12, 9, 10, 9, 8, 8, 11, 9, 9, 7, 5, 11, 8, 11, 9, 10, 8, 7, 8, 10, 11, 9, 10, 11, 6, 4, 9, 9, 8, 10, 8, 9, 10, 7, 7, 7, 8, 6, 8, 9, 7, 8, 9, 7, 5, 10, 9, 8, 10, 9, 4, 6, 8, 11, 5, 10, 10, 9, 8, 10, 8, 11, 9, 7, 11, 8, 7, 3, 7, 9, 8, 11, 7, 6, 6, 7, 9, 9, 9, 8, 7, 8, 8, 6, 10, 8, 8, 8, 8, 11, 9, 8, 8, 9, 9, 3, 10, 7, 8, 10, 8, 8, 9, 6, 7, 10, 9, 11, 7, 8, 8, 5, 9, 8, 8, 8, 9, 9, 8, 6, 7, 7, 10, 10, 6, 8, 10, 9, 8, 10, 5, 8, 10, 4, 7, 8, 6, 7, 11, 7, 7, 8, 9, 8, 7, 5, 9, 6, 8, 11, 9, 10, 9, 8, 8, 8, 9, 9, 5, 10, 6, 2, 6, 5, 9, 7, 8, 8, 10, 9, 10, 11, 8, 10, 6, 11, 8, 9, 10, 8, 8, 9, 9, 5, 8, 10, 9, 11, 7, 8, 10, 9, 7, 9, 5, 8, 8, 8, 10, 9, 9, 6, 3, 8, 9, 9, 9, 8, 9, 10, 8, 7, 8, 10, 7, 9, 6, 7, 6, 5, 5, 9, 10, 8, 9, 9, 10, 7, 7, 8, 9, 10, 8, 8, 7, 7, 5, 5, 9, 10, 8, 9, 9, 9, 8, 5, 11, 6, 10, 6, 8, 9, 9, 5, 9, 8, 9, 8, 8, 6, 7, 9, 7, 7, 7, 4, 5, 10, 10, 10, 8, 8, 9, 7, 10, 8, 10, 9, 8, 11, 7, 9, 8, 9, 9, 4, 7, 10, 7, 10, 10, 2, 8, 7, 8, 7, 8, 6, 11, 7, 9, 8, 10, 7, 9, 9, 10, 9, 10, 7, 8, 7, 8, 7, 7, 9, 10, 9, 10, 5, 10, 7, 5, 7, 8], [5, 9, 8, 6, 9, 9, 6, 8, 7, 10, 6, 8, 8, 7, 10, 8, 7, 11, 6, 9, 10, 5, 11, 5, 9, 9, 8, 4, 7, 9, 8, 9, 8, 7, 10, 5, 9, 10, 8, 7, 10, 5, 9, 8, 8, 8, 9, 8, 11, 10, 6, 10, 6, 10, 7, 8, 9, 4, 9, 8, 5, 9, 8, 8, 6, 8, 10, 10, 10, 6, 5, 8, 9, 10, 8, 10, 10, 7, 9, 11, 8, 7, 10, 9, 8, 9, 7, 10, 10, 9, 9, 6, 7, 8, 10, 7, 8, 6, 7, 11], 644784
12037, 13, [10, 9, 5, 4, 7, 7, 9, 8, 8, 10, 8, 8, 11, 10, 8, 9, 8, 10, 7, 9, 10, 8, 9, 7, 8, 8, 11, 3, 10, 8, 10, 8, 7, 6, 9, 8, 8, 8, 10, 10, 11, 10, 7, 6, 9, 6, 8, 9, 10, 8, 9, 10, 7, 10, 9], [7, 10, 7, 5, 9, 7, 10, 8, 9, 8, 3, 8, 8, 7, 7, 5, 7, 6, 7, 10, 8, 9, 12, 10, 9, 5, 8, 10, 10, 7, 9, 7, 11, 7, 8, 7, 7, 9, 10, 8, 9, 10, 8, 8, 10, 10, 7, 8, 7, 10, 9, 8, 9, 7, 10, 9, 9, 7, 10, 9, 8, 10, 9, 7, 9, 10, 10, 9, 9, 8, 9, 8, 8, 8, 8, 9, 8, 2, 8, 7, 8, 10, 10, 9, 9, 4, 10, 11, 10, 9, 9, 11, 9, 4, 9, 9, 9, 8, 9, 9], 644784
12241, 14, [7, 7, 10, 10, 8, 7, 6, 6, 9, 11, 6, 7, 10, 6, 5, 8, 12, 8, 6, 8, 9, 10, 9, 8, 7, 10, 7, 8, 9, 10, 7, 9, 7, 10, 9, 5, 4, 8, 10, 10, 10, 9, 6, 9, 10, 8, 10, 10, 8, 7, 7, 10, 5, 10, 7, 10, 10, 6, 9, 6, 10, 9, 11, 10, 11, 10, 10, 11, 10, 7, 10, 9, 8, 10, 7, 8, 9, 8, 8, 5, 8, 9, 7, 10, 10, 8, 9, 10, 3, 10, 9, 10, 7, 11, 10, 9, 9, 11, 10, 7, 9, 7, 7, 9, 10, 9, 8, 9, 9, 11, 10, 10, 6, 7, 6, 8, 8, 8, 11, 7], [9, 9, 7, 9, 8, 7, 10, 9, 4, 5, 10, 6, 8, 11, 10, 8, 9, 8, 9, 9, 10, 7, 5, 8, 7, 6, 6, 8, 9, 6, 9, 8, 7, 10, 11, 8, 10, 8, 5, 10, 9, 8, 8, 9, 9, 8, 10, 6, 8, 7, 10, 8, 9, 5, 7, 9, 10, 9, 9, 4, 8, 7, 7, 8, 9, 9, 8, 8, 8, 6, 9, 8, 7, 8, 10, 3, 9, 9, 7, 6, 9, 4, 8, 8, 6, 9, 10, 10, 6, 6, 5, 7, 7, 7, 9, 7, 8, 7, 10, 6], 644784
